,book_title,sent_spoil,sentence
218560,"Once (Eve, #2)",0,The review:
96273,Blood to Dust,0,ARC provided to me by author L.J.
114343,"The Selection (The Selection, #1)",0,"When America's name is drawn to be part of The Selection, she just wants to get out and doesn't entertain any ideas about winning the Prince's heart, in fact, she believes him to be stiff and shallow."
45515,"Chu's Day (Chu, #1)",0,I would never forget how my sneezing style has changed after Chu's Day!
223805,"Every Heart a Doorway (Wayward Children, #1)",0,"The main character, Nancy, is asexual (and maybe aromantic?"
121689,"Bran's Story (The Slave Breakers, #1)",0,I think I'm in love with this series.
166446,Finding Audrey,0,I liked how much he helped her and I also liked his character.
92951,Mercy,0,In the end they ruined the story for me.
207479,"Monsters of Men (Chaos Walking, #3)",0,That's my girl!
279208,The Sea of Tranquility,0,I knew the feeling.
74360,Why We Broke Up,0,"not that I blame her; by the time they actually broke up, I felt like I had just gone through a horrible breakup."
264985,"The Duchess Deal (Girl Meets Duke, #1)",0,It's a great take on the beauty and beast story.
32168,The Guest Room,0,"Nonetheless, still a great page turner."
58682,"Rock Hard (Sinners on Tour, #2)",0,"""He sighed and wiped a hand over his face."
256567,"The Heroes (First Law World, #5)",0,"I cared about all of them, although some more than others, that's for sure."
7334,"Six of Crows (Six of Crows, #1)",0,But this book is not just a fantasy novel about some journey it's about a lot of problems that trouble us in real life.
246530,"Don't Even Think About It (Don't Even Think About It, #1)",0,Don't Even Think About It starts out one morning at a high school.
295422,Maybe This Time,0,"And boy, oh boy, did this book remind me!"
263550,Stolen: A Letter to My Captor,0,Why after all this time?
288691,"Ethereal (Celestra, #1)",0,That's IT.
22949,Naomi and Ely's No Kiss List,0,This is where the spoilers begin.
87736,"I Shall Not Want (Rev. Clare Fergusson & Russ Van Alstyne Mysteries, #6)",1,(Didn't anticipate the ridiculous final scenes where the entire police crew is staggering around high on the smoke from a barn full of the drug lords' secret marijuana stash... but I totally called it on Clare being redeployed!
119165,"Binti (Binti, #1)",0,"I am looking forward the short sequel Home, which should appear by the end of the month!"
112198,The Ocean at the End of the Lane,0,"(Jo actually suggested I take a copy out from the library, but they had a waiting list so...)"
171789,The Book of Speculation,0,"I'm a hardcore skeptic, and it's a tricky habit to shake.)"
17316,"Off to Be the Wizard (Magic 2.0, #1)",0,"Decent comedic fantasy about a hacker who, after stumbling upon a text file, finds out that he can alter the world by manipulating it, which effectively grants him wizard-like powers."
242489,Revenge of the Girl with the Great Personality,0,I was disappointed to learn that she simply watched toddlers and tiaras and googled some prices for cosmetic props.
246492,"Explosive Eighteen (Stephanie Plum, #18)",0,"Another laugh out loud Stephanie plum, although not as steamy as the last one."
217900,"Taking Shots (Assassins, #1)",0,"So, I really enjoyed Ms."
65587,Landline,0,"Overall, I was entertained, as always, by one of my favorite authors."
246589,"Ender's Game (Ender's Saga, #1)",0,I loved the movie and read about it in the internet.
288472,Girl in the Blue Coat,0,This was really hard to put down.
255470,"Never Never: Part Three (Never Never, #3)",0,"While Silas and Charlie were trying to figure out what had happened to them, the readers did as well."
218952,The Sound,0,Review to come!
77007,"Perfect Couple (Superlatives, #2)",0,"If you hadn't enjoyed the first book for some reason, forget about it and read this, because it'll knock your socks off."
25253,More Than This,0,Seth's waking world is every bit as disarming to the reader as it is to Seth and the reader is not made any more aware of why Seth has awakened where he has or why he's alive (?)
93488,"Destiny (Brightest Kind of Darkness, #3)",0,Why did Ethan seem different when he returned from being away?
191330,Beartown,0,"I loved all the quotes about motherhood, and anxiety and the psychology behind it, it was all very thought provoking."
55435,Zenn Diagram,0,"The way she spoke to her mom, and the things she said about her parents."
82119,The Shallows: What the Internet is Doing to Our Brains,0,It has come to a point where i can scarecely work if im plugged into the net.
27979,Stolen: A Letter to My Captor,0,"I get why he chose her, but it was just dull, two people in a desert, he takes her, she hates him, then without any real reason she falls for him, no chemistry, no flirtation - it just started and then it ended."
130139,"Broken (Broken, #1)",0,And you can really feel it.
229403,"The Winter Long (October Daye, #8)",0,My only real quibble with the book is the use of elf-shot; it's becoming entirely too useful and convenient.
87666,Fangirl,0,Seriously.
217696,"City of Lost Souls (The Mortal Instruments, #5)",0,These two are more interesting than Clary and Jace!
230132,Signs Point to Yes,0,It was lovely to read.
205601,"Second Chance Boyfriend (One Week Girlfriend, #2)",0,IN COMES ADELE.
98719,"Checkmate (Neighbor from Hell, #3)",0,"Anyway, back to the book."
124272,"Roar and Liv (Under the Never Sky, #0.5)",0,"I'll admit, I wasn't really sure what the relationship between Roar and Liv was just from reading Under the Never Sky."
81501,"The Walking Dead, Vol. 07: The Calm Before",1,Carol  is the only one who doesn't profit from this step back.
272504,"Heaven and Hell (Heaven and Hell, #1)",0,But i must say that the ones in this book was huge.
261801,"A Beautiful Wedding (Beautiful, #2.5)",0,"*I received this book through Goodreads First Reads, but it did not affect my honest review."
36250,"Never Never: Part Three (Never Never, #3)",0,I've waited very much for the conclusion and I was extremely disappointed on the ending.
264978,Chopsticks,0,Will love be enough to save them?
204645,"Down Among the Sticks and Bones (Wayward Children, #2)",0,"A person may look at someone elseaEUR(tm)s child and see only the surface, the shiny shoes or the perfect curls."
143636,"Winterbirth (The Godless World, #1)",0,I just have a hard time keeping up with so much information.
4345,"Death Note, Vol. 4: Love (Death Note, #4)",0,I will keep reading and hope that the series picks up again as the storyline was also starting to drag.
99810,"Deep (Stage Dive, #4)",0,I was so surprised!
121565,"This is Falling (Falling, #1)",0,ARC generously provided by publisher via Netgalley in exchange for an honest review.
172179,"New Moon (Twilight, #2)",0,"Well, my best friend promised me that if I read New Moon she would read Harry Potter."
287805,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",0,My favourite part of this whole book was probably the plot twist near the end.
181266,"The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)",0,"Sometimes I laughed, sometimes I thought it was kind of forced."
281139,"The Twelve (The Passage, #2)",0,I am disappointed.
221723,"Across the Universe (Across the Universe, #1)",0,Beth does an amazing job of pulling you into the story and making you demand to know what's next.
5513,"Staking His Claim (Line of Duty, #5)",0,"And since I do judge books by their covers, I also give an A+ to this steamy cover for Staking His Claim."
246848,"Splintered (Splintered, #1)",0,"Whoa, this book surprisingly turned out to be a good Hallowe'en read."
142231,"The Final Empire (Mistborn, #1)",0,How I feel after reading it:
178068,"Falling for His Best Friend (Out of Uniform, #2)",0,"She has family, but outside of her sister, they're not close."
232072,Sin Undone (Demonica #5),0,But Con has to learn the hard way that you can't close yourself off from people out of fear of loss.
193580,"Valorous (Quantum, #2)",0,"One day at a time, until the ghosts from the past have been exorcised and there's only you and me."""
20723,"Tears of Tess (Monsters in the Dark, #1)",0,She wants it dark & rough
106302,"Kitty Rocks the House (Kitty Norville, #11)",0,"That ""What's Important"" theme comes up in terms of Kitty's job in Denver, her alpha-ness and pack relationship."
276079,"The Hotter You Burn (The Original Heartbreakers, #2)",0,I like my alpha men a little more realistic and understated.
217096,"Risking it All (Crossing the Line, #1)",0,"Tessa steps out of the erotica scene and wrote this with intensity, suspense, drama and the pure unadulterated need in each of the characters that I was purely and utterly satisfied."
239387,"Outlander (Outlander, #1)",0,"92.5% ""My life is yours."
159973,"Afterlife with Archie, Vol. 1: Escape from Riverdale",0,What made the story more interesting was the fact that these books are combining that Archie franchise with something all the rage right now -- zombies.
24207,"Burn for Me (Hidden Legacy, #1)",0,There are some quite eccentric characters amongst them but I mean that in the best possible way and I can't wait to see more of them as the series continues.
201451,"Rogue (Croak, #3)",0,Wow.
58124,Oliver Twist,0,His skill at accents from the cockney dregs of London to the upper class was very well done.
136591,"Half the World (Shattered Sea, #2)",0,They were completely enthralling and I couldn't pull my eyes away.
171415,The Book of Esther,0,"Overall Feelings: When I went into this book, I definitely realized that I was not its intended audience."
159514,Horus Rising,1,Back on the Venegeful Spirit Loken discovers that Jubal was part of a Lodge which is a group of warriors much like the Mournival where men can come and air their feelings and frustrations without fear of rank or court-martial.
281758,"Eclipse (Twilight, #3)",0,Astrid's Description:
114359,"The Selection (The Selection, #1)",0,"A book that surprised me, not only because the beginning is lack-lustre but because it has some genuinely interesting characters, The Selection has definitely hooked me."
82663,"Forever Too Far (Rosemary Beach, #3; Too Far, #3)",0,I loved the first and second book... this last one was just okay.
37145,Zeroboxer,0,Mars is colonized.
182426,"Partials (Partials Sequence, #1)",0,I need me some action.
277295,Hold Me Close,0,"And getting to know her was not easy on me, or Heath, she has been clearly traumatized by what happened to her, and yet still she deals for the most part by closing herself off from people, by trying to isolate herself, but pretending for the most part, she pretends with everyone even Heath who knows she's pretending."
